id;commentaires;premiere_diffusion_episode;titre_episode;numero_episode;note;duree;numero_saison;resume_episode;votes;pays;premiere_diffusion_serie;genres_serie;titre_serie;status_serie;resume_serie;annee_premiere_diffusion_serie
25931;1;1998-04-06 00:00:00;The Trouble With Trillions;20;7.69577;22;9;Facing an IRS audit, Homer agrees to help the feds bust Mr. Burns for a missing trillion-dollar bill. When Burns makes an anti-government stand, Homer flees with him to Cuba.;355;us;1989-12-18 01:00:00;['animation', 'comedy'];The Simpsons;returning series;"Set in Springfield, the average American town, the show focuses on the antics and everyday adventures of the Simpson family; Homer, Marge, Bart, Lisa and Maggie, as well as a virtual cast of thousands. Since the beginning, the series has been a pop culture icon, attracting hundreds of celebrities to guest star. The show has also made name for itself in its fearless satirical take on politics, media and American life in general.";1989.0
25932;0;1998-04-20 00:00:00;Girly Edition;21;7.76796;22;9;Lisa becomes the anchor of a kids’ news program but is upstaged by Bart’s treacly human interest stories. At home, Homer corrupts a helper monkey.;362;us;1989-12-18 01:00:00;['animation', 'comedy'];The Simpsons;returning series;"Set in Springfield, the average American town, the show focuses on the antics and everyday adventures of the Simpson family; Homer, Marge, Bart, Lisa and Maggie, as well as a virtual cast of thousands. Since the beginning, the series has been a pop culture icon, attracting hundreds of celebrities to guest star. The show has also made name for itself in its fearless satirical take on politics, media and American life in general.";1989.0
25933;0;1998-04-27 00:00:00;Trash of the Titans;22;7.86339;22;9;Homer feuds with the Springfield garbage men and decides to run for Sanitation Commissioner. After winning the election with a sleazy campaign, Homer can’t keep the extravagant promises he made to the town.;366;us;1989-12-18 01:00:00;['animation', 'comedy'];The Simpsons;returning series;"Set in Springfield, the average American town, the show focuses on the antics and everyday adventures of the Simpson family; Homer, Marge, Bart, Lisa and Maggie, as well as a virtual cast of thousands. Since the beginning, the series has been a pop culture icon, attracting hundreds of celebrities to guest star. The show has also made name for itself in its fearless satirical take on politics, media and American life in general.";1989.0
25934;1;1998-05-04 00:00:00;King of the Hill;23;7.76676;22;9;After Rainier Wolfcastle helps Homer get in shape, Homer accepts a challenge to climb the Murderhorn, the tallest mountain in Springfield.;373;us;1989-12-18 01:00:00;['animation', 'comedy'];The Simpsons;returning series;"Set in Springfield, the average American town, the show focuses on the antics and everyday adventures of the Simpson family; Homer, Marge, Bart, Lisa and Maggie, as well as a virtual cast of thousands. Since the beginning, the series has been a pop culture icon, attracting hundreds of celebrities to guest star. The show has also made name for itself in its fearless satirical take on politics, media and American life in general.";1989.0
25935;1;1998-05-11 00:00:00;Lost Our Lisa;24;7.9074100000000005;22;9;Bart’s latest stunt thwarts Lisa’s plan to attend a museum exhibit. When she tries to go alone and takes the wrong bus, Homer sets out to find her.;324;us;1989-12-18 01:00:00;['animation', 'comedy'];The Simpsons;returning series;"Set in Springfield, the average American town, the show focuses on the antics and everyday adventures of the Simpson family; Homer, Marge, Bart, Lisa and Maggie, as well as a virtual cast of thousands. Since the beginning, the series has been a pop culture icon, attracting hundreds of celebrities to guest star. The show has also made name for itself in its fearless satirical take on politics, media and American life in general.";1989.0
25936;1;1998-05-18 00:00:00;Natural Born Kissers;25;7.7244600000000005;22;9;Homer and Marge try to spice up their love life and are caught baring it all in public. Bart and Lisa discover an alternate ending to Casablanca.;323;us;1989-12-18 01:00:00;['animation', 'comedy'];The Simpsons;returning series;"Set in Springfield, the average American town, the show focuses on the antics and everyday adventures of the Simpson family; Homer, Marge, Bart, Lisa and Maggie, as well as a virtual cast of thousands. Since the beginning, the series has been a pop culture icon, attracting hundreds of celebrities to guest star. The show has also made name for itself in its fearless satirical take on politics, media and American life in general.";1989.0
25937;0;1998-08-24 00:00:00;Lard of the Dance;1;7.4359;22;10;Homer and Bart try to make money by selling used grease. Meanwhile, Lisa organizes a school dance but feels alienated when a new classmate and her friends try to act like adults.;507;us;1989-12-18 01:00:00;['animation', 'comedy'];The Simpsons;returning series;"Set in Springfield, the average American town, the show focuses on the antics and everyday adventures of the Simpson family; Homer, Marge, Bart, Lisa and Maggie, as well as a virtual cast of thousands. Since the beginning, the series has been a pop culture icon, attracting hundreds of celebrities to guest star. The show has also made name for itself in its fearless satirical take on politics, media and American life in general.";1989.0
25938;0;1998-09-21 00:00:00;The Wizard of Evergreen Terrace;2;7.76779;22;10;A midlife crisis prompts Homer to quit his job and become an inventor.;534;us;1989-12-18 01:00:00;['animation', 'comedy'];The Simpsons;returning series;"Set in Springfield, the average American town, the show focuses on the antics and everyday adventures of the Simpson family; Homer, Marge, Bart, Lisa and Maggie, as well as a virtual cast of thousands. Since the beginning, the series has been a pop culture icon, attracting hundreds of celebrities to guest star. The show has also made name for itself in its fearless satirical take on politics, media and American life in general.";1989.0
25939;0;1998-09-28 00:00:00;Bart the Mother;3;7.56265;22;10;Under Nelson's bad influence, Bart shoots a bird with a BB gun. Stricken with remorse, he tries to nurture the eggs from the bird's nest, which hatch into a species of lizard outlawed in Springfield.;423;us;1989-12-18 01:00:00;['animation', 'comedy'];The Simpsons;returning series;"Set in Springfield, the average American town, the show focuses on the antics and everyday adventures of the Simpson family; Homer, Marge, Bart, Lisa and Maggie, as well as a virtual cast of thousands. Since the beginning, the series has been a pop culture icon, attracting hundreds of celebrities to guest star. The show has also made name for itself in its fearless satirical take on politics, media and American life in general.";1989.0
25940;1;1998-10-26 01:00:00;Treehouse of Horror IX;4;7.75622;22;10;"In ""Hell Toupée,"" Snake is sent to the electric chair, and his hair is transplanted onto Homer. In ""The Terror of Tiny Toon,"" Bart and Lisa become cartoon characters in an episode of Itchy & Scratchy. In ""Starship Poopers,"" a growth spurt casts doubt on Maggie's paternity, and the family goes on the Jerry Springer show.";603;us;1989-12-18 01:00:00;['animation', 'comedy'];The Simpsons;returning series;"Set in Springfield, the average American town, the show focuses on the antics and everyday adventures of the Simpson family; Homer, Marge, Bart, Lisa and Maggie, as well as a virtual cast of thousands. Since the beginning, the series has been a pop culture icon, attracting hundreds of celebrities to guest star. The show has also made name for itself in its fearless satirical take on politics, media and American life in general.";1989.0
